id,e_code,title,info,e_type,halal_status
389,E491,Sorbitan monostearate,"It has been produced from sorbitol (E420) and stearic acid, a saturated fatty acid. The origin of this acid is more frequently vegetable (and transgenic), but an animal, porcine and / or bovine source is still possible. 
  In high doses: organ injuries, diarrhea, bladder stones. 
  These doses would be reached from 150 grams of fine pasta or 300 grams of dessert or sweet.",Emulsifier  - Antifoam,Doubtful
390,E492,Sorbitan tristearate,"It has been produced from sorbitol (E420) and stearic acid, a saturated fatty acid. The origin of this acid is more frequently vegetable (and transgenic), but an animal, porcine and / or bovine source is still possible. 
  In high doses: organ injuries, diarrhea, bladder stones. 
  These doses would be reached from 150 grams of fine pasta or 300 grams of dessert or sweet.",Emulsifier  - Antifoam,Doubtful
391,E493,Sorbitan Monolaurate,"It has been produced from sorbitol (E420) and lauric acid, a saturated fatty acid. The origin of this acid is more frequently vegetable (and transgenic), but an animal, porcine and / or bovine source is still possible. 
  In high doses: organ injuries, diarrhea, bladder stones. 
  These doses would be reached from 150 grams of fine pasta or 300 grams of dessert or sweet.", Emulsifier  - Antifoam,Doubtful
392,E494,Sorbitan monooleate,"It is produced from sorbitol (E420) and oleic acid, a monounsaturated fatty acid. 
 The origin of this acid is more frequently vegetable (and transgenic), but an animal, porcine and / or bovine source is still possible.   In high doses: organ injuries, diarrhea, bladder stones. 
  These doses would be reached from 150 grams of fine pasta or 300 grams of dessert or sweet.",Emulsifier  - Antifoam,Doubtful
393,E495,Sorbitan monopalmitate,"It has been produced from sorbitol (E420) and palmitic acid, a saturated fatty acid. 
 The origin of this acid is more frequently vegetable (and transgenic), but an animal, porcine and / or bovine source is still possible.   In high doses: organ injuries, diarrhea, bladder stones. 
 These doses would be reached from 150 grams of fine pasta or 300 grams of dessert or sweet.",Emulsifier  - Antifoam,Doubtful
394,E496,Sorbitan trioleate,"It is produced from sorbitol (E420) and oleic acid, a monounsaturated fatty acid. 
 The origin of this acid is more frequently vegetable (and transgenic), but an animal, porcine and / or bovine source is still possible.   In high doses: organ injuries, diarrhea, bladder stones. 
  These doses would be reached from 150 grams of fine pasta or 300 grams of dessert or sweet.",Emulsifier  - Antifoam,Doubtful
395,E497,Polyoxypropylene-polyoxyethylene polymers,Unknown,Unknown,Doubtful
396,E498,Partial polyglycerol esters of polycondensed fatty acids of castor oil,Unknown,Unknown,Doubtful
397,E499,Phytosterols Rich in Stigmasterol,"Its origin comes from sources rich in plant phytosterols, such as sea buckthorn oil, corn oil, sunflower oil and soybean oil. 
 Its main function is to enrich foods and attribute healthier properties. No side effects have been found. 
 The total daily consumption of more than 3 grams of plant sterols is not recommended.",Antioxidants,Doubtful
398,E500,Sodium carbonates ,"Sodium salt of carbonic acid. Natural substance, present as saline deposits left by the water of alkaline lakes. 
 It is also synthesized through the Solvay process or by electrolysis of seawater.    Today, the Solvay process is an important part of the global market. The main characteristics of this process are the use of ammonia and carbon dioxide (E290) with sodium chloride.  
  No side effects have been found. In large doses can irritate, corrode the gastrointestinal tract, electrolyte disturbances, vomiting, diarrhea, concussion.",Anticaking - Regulator of acidity,Halal
399,E501,Potassium carbonates,"Potassium salt of carbonic acid. Nowadays, commercial potassium carbonate is prepared by electrolysis of potassium chloride (E508). 
 The resulting potassium hydroxide (E525) is then carbonized with carbon dioxide (E290) to form potassium carbonate. 
 No side effects have been found. In large doses can irritate the digestive tract",Anticaking - Regulator of acidity,Halal
400,E503,Ammonium carbonates,"Ammonium carbonate is prepared by sublimation of a mixture of ammonium sulfate and calcium carbonate, or by passing gaseous carbon dioxide through an absorption column containing an aqueous solution of ammonia and causing distillation. 
  Ammonium carbonate decomposes slowly in several products. In ambient air, but also in hot water, it releases ammonia and carbon dioxide.  
  In high doses can deteriorate the acid / base balance of the body, the pH of the urine. Loss of magnesium, calcium and phosphate. It can irritate the digestive tract.",Raising agent - Acidity regulator,Halal
401,E504,Magnesium carbonates,"Magnesium carbonate is usually obtained by extraction of the mineral.  
 Magnesium carbonate can also be synthesized by exposing a slurry of magnesium hydroxide to carbon dioxide under pressure, producing soluble magnesium bicarbonate.  
 It is divided into 2 classes: Magnesium Carbonate and Magnesium Bicarbonate.  
  No side effects have been found.",Raising agent - Acidity regulator,Halal
402,E505,Ferrous carbonate,"It is an iron salt, existing in its natural state or obtained synthetically. The   food iron carbonate would be prepared by treating solutions of iron salts with alkali carbonate salts. 
   No side effects have been found. 
 The ingestion of high doses of iron is toxic. Care for people with hemochromatosis.",Acidity regulator,Doubtful
403,E507,Hydrochloric Acid,"It is a very powerful acid manufactured by synthesis.   Hydrochloric acid exists in its natural state as the main constituent of gastric acids. It exists naturally, in your stomach, it is the main component of stomach acids.  
  Discovered by the Arab alchemist Jabir Ibn Hayyan around the year 800.    It is used to purify drinking water. 
   At low doses, no side effects have been found.   But at great doses it can provoke erosion of the mucous membranes of the esophagus and stomach. 
 The respiratory system as well as the blood circulation may also be affected.",Acidulant,Halal
404,E508,Potassium chloride,"Salt of hydrochloric acid combined with this metal.    It occurs in the form of discolored, elongated, prismatic or cubic crystals, or granular white powder. Without smell.  
  In low doses, no side effects have been found. Although some people cause digestive problems.   But at large doses can cause diarrhea, intestinal ulcers and bleeding.",Stabiliser - Flavour enhancer,Halal
405,E509,Calcium chloride,"Calcium chloride exists in its natural state. But usually it is derived from the salt of Hydrochloric Acid (E507).    It is commercially manufactured in 3 ways: 
 (1) by refining salty natural waters, 
 (2) by reaction of calcium hydroxide with ammonium chloride in the synthetic process of Solvay, and 
 (3) by reaction of acid Hydrochloric acid with calcium carbonate.  
  In large quantities can cause: digestion disorders, nausea, vomiting, diarrhea, intestinal ulcers and bleeding, disorders of the heart system. ",Stabiliser - Flavour enhancer,Halal
406,E510,Ammonium chloride,"Ammonium chloride is the ammoniacal salt of hydrochloric acid. In nature, it appears in volcanic regions, settling on the rocks near the volcano's chimneys. It is also found in deep mines.    
 Ammonium chloride is prepared industrially by reaction of ammonia with hydrogen chloride. 
 It can be produced industrially in several ways, in particular through the Solvay process.    
 Ammonium chloride as a food additive is reported, according to the sources consulted, as harmful or harmless. 
 In large quantities can cause: Headache, nausea and vomiting. ",Stabiliser - Flavour enhancer,Halal
407,E511,Magnesium chloride,"Magnesium chloride is the magnesium salt of hydrochloric acid. It is a compound of natural origin, in particular extracted from seawater by hydrolysis, or from mines (carnallite, bischofite) or synthetically derived from the salt of Hydrochloric Acid (E507). 
 In low doses, no side effects have been found. In large doses could cause digestive discomfort and diarrhea. 
 Caution should be exercised in case of taking antibiotics, as it may decrease the effectiveness of some of them.",Stabiliser - Flavour enhancer,Halal
